Ticker;Name;Market Cap;Sector;Industry
PAYS;PaySign, Inc.;347,990,176.00;Industrials;Specialty Business Services
PBFS;Pioneer Bancorp, Inc. (New York);222,369,120.00;Financial Services;Banks—Regional
PBH;Prestige Consumer Healthcare, Inc.;2,002,086,912.00;Healthcare;Medical Distribution
PBI;Pitney Bowes, Inc.;392,402,976.00;Industrials;Business Equipment & Supplies
PBIP;Prudential Bancorp, Inc.;97,919,520.00;Financial Services;Banks—Regional
PBPB;Potbelly Corp.;74,933,096.00;Consumer Cyclical;Restaurants
PBYI;Puma Biotechnology, Inc.;405,199,520.00;Healthcare;Biotechnology
PCB;PCB Bancorp;122,499,696.00;Financial Services;Banks—Regional
PCH;PotlatchDeltic Corp.;2,151,890,176.00;Real Estate;REIT—Specialty
PCRX;Pacira Biosciences, Inc.;1,659,042,560.00;Healthcare;Drug Manufacturers—Specialty & Generic
PCSB;PCSB Financial Corp.;214,605,872.00;Financial Services;Banks—Regional
PCYO;Pure Cycle Corp.;236,483,648.00;Utilities;Utilities—Regulated Water
PDCE;PDC Energy, Inc.;1,108,641,024.00;Energy;Oil & Gas E&P
PDCO;Patterson Cos., Inc.;1,448,586,752.00;Healthcare;Medical Distribution
PDFS;PDF Solutions, Inc.;539,912,960.00;Technology;Software—Application
PDLB;PDL Community Bancorp;142,895,520.00;Financial Services;Banks—Regional
PDLI;PDL BioPharma, Inc.;373,247,840.00;Healthcare;Biotechnology
PDM;Piedmont Office Realty Trust, Inc.;2,004,662,272.00;Real Estate;REIT—Office
PEB;Pebblebrook Hotel Trust;1,451,180,800.00;Real Estate;REIT—Hotel & Motel
PEBK;Peoples Bancorp of North Carolina, Inc.;105,911,248.00;Financial Services;Banks—Regional
PEBO;Peoples Bancorp, Inc. (Ohio);420,141,696.00;Financial Services;Banks—Regional
PEGI;Pattern Energy Group, Inc.;2,626,365,440.00;;
PEI;Pennsylvania Real Estate Investment Trust;68,512,312.00;Real Estate;REIT—Retail
PENN;Penn National Gaming, Inc.;1,614,476,160.00;Consumer Cyclical;Resorts & Casinos
PETQ;PetIQ, Inc.;667,701,376.00;Healthcare;Drug Manufacturers—Specialty & Generic
PETS;PetMed Express, Inc.;683,640,960.00;Healthcare;Pharmaceutical Retailers
PFBC;Preferred Bank (California);512,320,448.00;Financial Services;Banks—Regional
PFBI;Premier Financial Bancorp, Inc.;163,071,360.00;Financial Services;Banks—Regional
PFGC;Performance Food Group Co.;3,137,466,624.00;Consumer Defensive;Food Distribution
PFIS;Peoples Financial Services Corp.;225,253,904.00;Financial Services;Banks—Regional
PFNX;Pf?nex, Inc.;210,797,664.00;Healthcare;Biotechnology
PFS;Provident Financial Services, Inc.;875,754,048.00;Financial Services;Banks—Regional
PFSI;PennyMac Financial Services, Inc.;2,122,297,344.00;Financial Services;Mortgage Finance
PGC;Peapack-Gladstone Financial Corp.;318,226,400.00;Financial Services;Banks—Regional
PGNX;Progenics Pharmaceuticals, Inc.;352,569,408.00;Healthcare;Biotechnology
PGTI;PGT Innovations, Inc.;486,797,344.00;Industrials;Building Products & Equipment
PHAS;PhaseBio Pharmaceuticals, Inc.;109,941,888.00;Healthcare;Biotechnology
PHR;Phreesia, Inc.;854,424,192.00;Healthcare;Health Information Services
PHUN;Phunware, Inc.;26,251,628.00;Technology;Software—Application
PHX;Panhandle Oil & Gas, Inc.;58,509,360.00;Energy;Oil & Gas E&P
PI;Impinj, Inc.;443,151,168.00;Technology;Communication Equipment
PICO;PICO Holdings, Inc.;145,870,416.00;Utilities;Utilities—Regulated Water
PIRS;Pieris Pharmaceuticals, Inc.;142,539,856.00;Healthcare;Biotechnology
PJC;Piper Jaffray Cos.;1,143,128,320.00;Financial;Investment Brokerage - Regional
PJT;PJT Partners, Inc.;1,704,057,984.00;Financial Services;Capital Markets
PKBK;Parke Bancorp, Inc.;150,157,888.00;Financial Services;Banks—Regional
PKD;Parker Drilling Co.;215,556,240.00;;
PKE;Park Aerospace Corp.;286,027,872.00;Industrials;Aerospace & Defense
PKOH;Park-Ohio Holdings Corp.;192,526,240.00;Industrials;Industrial Distribution
PLAB;Photronics, Inc.;718,921,472.00;Technology;Semiconductor Equipment & Materials
PLAY;Dave & Buster's Entertainment, Inc.;362,721,184.00;Consumer Cyclical;Restaurants
PLCE;The Children's Place, Inc.;347,613,536.00;Consumer Cyclical;Apparel Retail
PLMR;Palomar Holdings, Inc.;1,316,166,016.00;Financial Services;Insurance—Property & Casualty
PLOW;Douglas Dynamics, Inc.;783,414,848.00;Consumer Cyclical;Auto Parts
PLPC;Preformed Line Products Co.;238,441,840.00;Industrials;Electrical Equipment & Parts
PLSE;Pulse Biosciences, Inc.;146,711,888.00;Healthcare;Medical Instruments & Supplies
PLT;Plantronics, Inc.;473,945,344.00;Technology;Communication Equipment
PLUG;Plug Power, Inc.;1,378,589,312.00;Industrials;Electrical Equipment & Parts
PLUS;ePlus, Inc.;841,779,840.00;Technology;Software—Application
PLXS;Plexus Corp.;1,712,288,896.00;Technology;Electronic Components
PMBC;Pacific Mercantile Bancorp;82,433,800.00;Financial Services;Banks—Regional
PMT;PennyMac Mortgage Investment Trust;1,011,170,880.00;Real Estate;REIT—Mortgage
PNM;PNM Resources, Inc.;3,218,005,504.00;Utilities;Utilities—Regulated Electric
PNRG;PrimeEnergy Resources Corp.;126,078,240.00;Energy;Oil & Gas E&P
PNTG;The Pennant Group, Inc.;481,375,264.00;Healthcare;Medical Care Facilities
POL;PolyOne Corp.;1,928,482,944.00;Basic Materials;Specialty Chemicals
POR;Portland General Electric Co.;4,092,507,904.00;Utilities;Utilities—Regulated Electric
POWI;Power Integrations, Inc.;2,727,316,992.00;Technology;Semiconductors
POWL;Powell Industries, Inc.;255,486,320.00;Industrials;Electrical Equipment & Parts
PPBI;Pacific Premier Bancorp, Inc.;1,075,956,864.00;Financial Services;Banks—Regional
PQG;PQ Group Holdings, Inc.;1,395,257,984.00;Basic Materials;Specialty Chemicals
PRA;ProAssurance Corp.;1,081,117,184.00;Financial Services;Insurance—Property & Casualty
PRAA;PRA Group, Inc.;1,111,336,832.00;Financial Services;Credit Services
PRFT;Perficient, Inc.;1,029,645,184.00;Technology;Information Technology Services
PRGS;Progress Software Corp.;1,673,742,464.00;Technology;Software—Application
PRGX;PRGX Global, Inc.;71,046,288.00;Industrials;Specialty Business Services
PRIM;Primoris Services Corp.;657,710,208.00;Industrials;Engineering & Construction
PRK;Park National Corp.;1,176,756,608.00;Financial Services;Banks—Regional
PRLB;Proto Labs, Inc.;2,193,501,696.00;Industrials;Metal Fabrication
PRMW;Primo Water Corp.;1,486,930,944.00;Consumer Defensive;Beverages—Non-Alcoholic
PRNB;Principia Biopharma, Inc.;2,018,494,336.00;Healthcare;Biotechnology
PRO;PROS Holdings, Inc.;1,193,235,072.00;Technology;Software—Application
PROS;ProSight Global, Inc.;325,090,176.00;Financial Services;Insurance—Specialty
PROV;Provident Financial Holdings, Inc.;95,409,144.00;Financial Services;Banks—Regional
PRPL;Purple Innovation, Inc.;551,859,200.00;Consumer Cyclical;Furnishings, Fixtures & Appliances
PRSC;Providence Service Corp.;755,490,624.00;Healthcare;Medical Care Facilities
PRSP;Perspecta, Inc.;3,220,559,104.00;Technology;Information Technology Services
PRTA;Prothena Corp. Plc;452,196,160.00;Healthcare;Biotechnology
PRTH;Priority Technology Holdings, Inc.;108,638,656.00;Technology;Software—Infrastructure
PRTK;Paratek Pharmaceuticals, Inc.;187,875,872.00;Healthcare;Biotechnology
PRTY;Party City Holdco, Inc.;34,309,828.00;Consumer Cyclical;Specialty Retail
PRVL;Prevail Therapeutics, Inc.;494,452,928.00;Healthcare;Biotechnology
PSB;PS Business Parks, Inc.;3,372,648,448.00;Real Estate;REIT—Diversified
PSDO;Presidio, Inc.;1,387,491,072.00;;
PSMT;PriceSmart, Inc.;1,911,072,512.00;Consumer Defensive;Discount Stores
PSN;Parsons Corp.;3,573,147,904.00;Industrials;Specialty Industrial Machinery
PSNL;Personalis, Inc.;296,486,976.00;Healthcare;Biotechnology
PTCT;PTC Therapeutics, Inc.;3,194,262,528.00;Healthcare;Biotechnology
PTE;PolarityTE, Inc.;39,221,464.00;Healthcare;Biotechnology
PTGX;Protagonist Therapeutics, Inc.;184,361,184.00;Healthcare;Biotechnology
PTLA;Portola Pharmaceuticals, Inc.;553,309,376.00;Healthcare;Biotechnology
PTN;Palatin Technologies, Inc.;98,459,008.00;Healthcare;Biotechnology
PTSI;P.A.M. Transportation Services, Inc.;176,612,368.00;Industrials;Trucking
PTVCB;Protective Insurance Corp.;203,349,744.00;Financial Services;Insurance—Property & Casualty
PUB;People's Utah Bancorp;359,786,368.00;Financial Services;Banks—Regional
PUMP;ProPetro Holding Corp.;375,327,520.00;Energy;Oil & Gas Equipment & Services
PVAC;Penn Virginia Corp.;60,631,600.00;Energy;Oil & Gas E&P
PVBC;Provident Bancorp, Inc. (Massachusetts);170,416,752.00;Financial Services;Banks—Regional
PWOD;Penns Woods Bancorp, Inc.;153,563,552.00;Financial Services;Banks—Regional
PYX;Pyxus International, Inc.;21,520,698.00;Consumer Defensive;Tobacco
PZN;Pzena Investment Management, Inc.;294,551,808.00;Financial Services;Asset Management
PZZA;Papa John's International, Inc.;2,357,382,656.00;Consumer Cyclical;Restaurants
QADA;QAD, Inc.;804,691,520.00;Technology;Software—Application
QCRH;QCR Holdings, Inc.;413,617,824.00;Financial Services;Banks—Regional
QDEL;Quidel Corp.;5,460,485,632.00;Healthcare;Diagnostics & Research
QEP;QEP Resources, Inc.;129,325,184.00;Energy;Oil & Gas E&P
QLYS;Qualys, Inc.;4,204,780,032.00;Technology;Software—Infrastructure
QNST;QuinStreet, Inc.;446,924,032.00;Communication Services;Advertising Agencies
QTRX;Quanterix Corp.;724,271,488.00;Healthcare;Medical Devices
QTS;QTS Realty Trust, Inc.;3,689,156,608.00;Real Estate;REIT—Industrial
QTWO;Q2 Holdings, Inc.;3,381,997,312.00;Technology;Software—Application
QUAD;Quad/Graphics, Inc.;132,310,120.00;Industrials;Specialty Business Services
QUOT;Quotient Technology, Inc.;583,314,688.00;Communication Services;Advertising Agencies
RAD;Rite Aid Corp.;781,165,056.00;Healthcare;Pharmaceutical Retailers
RAMP;LiveRamp Holdings, Inc.;2,280,210,432.00;Technology;Information Technology Services
RARE;Ultragenyx Pharmaceutical, Inc.;3,837,837,056.00;Healthcare;Biotechnology
RARX;Ra Pharmaceuticals, Inc.;2,271,550,464.00;;
RAVN;Raven Industries, Inc.;748,521,792.00;Industrials;Specialty Industrial Machinery
RBB;RBB Bancorp;233,079,072.00;Financial Services;Banks—Regional
RBBN;Ribbon Communications, Inc.;417,037,408.00;Communication Services;Telecom Services
RBCAA;Republic Bancorp, Inc. (Kentucky);580,658,112.00;Financial Services;Banks—Regional
RBNC;Reliant Bancorp, Inc.;178,734,656.00;Financial Services;Banks—Regional
RC;Ready Capital Corp.;304,880,000.00;Real Estate;REIT—Mortgage
RCII;Rent-A-Center, Inc.;941,681,664.00;Industrials;Rental & Leasing Services
RCKT;Rocket Pharmaceuticals, Inc.;946,745,472.00;Healthcare;Biotechnology
RCKY;Rocky Brands, Inc.;143,142,288.00;Consumer Cyclical;Footwear & Accessories
RCM;R1 RCM, Inc.;1,118,979,840.00;Healthcare;Health Information Services
RCUS;Arcus Biosciences, Inc.;1,335,395,712.00;Healthcare;Biotechnology
RDFN;Redfin Corp.;1,804,766,336.00;Real Estate;Real Estate Services
RDI;Reading International, Inc.;94,088,472.00;Communication Services;Entertainment
RDN;Radian Group Inc.;2,519,501,056.00;Financial Services;Insurance—Specialty
RDNT;RadNet, Inc.;614,673,216.00;Healthcare;Diagnostics & Research
RDUS;Radius Health, Inc.;759,825,600.00;Healthcare;Drug Manufacturers—Specialty & Generic
REAL;The RealReal, Inc.;836,708,352.00;Consumer Cyclical;Specialty Retail
RECN;Resources Connection, Inc.;331,683,744.00;Services;Staffing & Outsourcing Services
REGI;Renewable Energy Group, Inc.;913,700,864.00;Energy;Oil & Gas Refining & Marketing
REI;Ring Energy, Inc.;50,818,564.00;Energy;Oil & Gas E&P
REPH;Recro Pharma, Inc.;186,234,288.00;Healthcare;Drug Manufacturers—Specialty & Generic
REPL;Replimune Group, Inc.;399,253,824.00;Healthcare;Biotechnology
RES;RPC, Inc.;630,430,080.00;Energy;Oil & Gas Equipment & Services
RESI;Front Yard Residential Corp.;663,531,200.00;Real Estate;REIT—Residential
RETA;Reata Pharmaceuticals, Inc.;5,193,723,904.00;Healthcare;Biotechnology
REV;Revlon, Inc.;528,044,512.00;Consumer Defensive;Household & Personal Products
REVG;REV Group, Inc.;262,522,368.00;Industrials;Farm & Heavy Construction Machinery
REX;REX American Resources Corp.;348,586,976.00;Energy;Oil & Gas Refining & Marketing
REXR;Rexford Industrial Realty, Inc.;4,509,571,072.00;Real Estate;REIT—Industrial
RFL;Rafael Holdings, Inc.;197,578,064.00;Healthcare;Biotechnology
RGCO;RGC Resources, Inc.;202,810,496.00;Utilities;Utilities—Regulated Gas
RGEN;Repligen Corp.;6,012,270,080.00;Healthcare;Medical Instruments & Supplies
RGNX;REGENXBIO, Inc.;1,468,668,928.00;Healthcare;Biotechnology
RGR;Sturm, Ruger & Co., Inc.;945,723,840.00;Industrials;Aerospace & Defense
RGS;Regis Corp.;329,343,008.00;Consumer Cyclical;Personal Services
RH;RH;2,458,224,896.00;Consumer Cyclical;Specialty Retail
RHP;Ryman Hospitality Properties, Inc.;1,545,203,968.00;Real Estate;REIT—Hotel & Motel
RICK;RCI Hospitality Holdings, Inc.;76,471,080.00;Consumer Cyclical;Restaurants
RIGL;Rigel Pharmaceuticals, Inc.;254,540,704.00;Healthcare;Biotechnology
RILY;B. Riley Financial, Inc.;449,917,248.00;Financial Services;Financial Conglomerates
RLGT;Radiant Logistics, Inc.;177,344,384.00;Industrials;Integrated Freight & Logistics
RLGY;Realogy Holdings Corp.;387,246,720.00;Real Estate;Real Estate Services
RLH;Red Lion Hotels Corp.;38,317,680.00;Consumer Cyclical;Lodging
RLI;RLI Corp.;3,086,659,328.00;Financial Services;Insurance—Property & Casualty
RLJ;RLJ Lodging Trust;1,296,590,208.00;Real Estate;REIT—Hotel & Motel
RM;Regional Management Corp.;132,348,416.00;Financial Services;Credit Services
RMAX;RE/MAX Holdings, Inc.;700,046,336.00;Real Estate;Real Estate Services
RMBI;Richmond Mutual Bancorporation, Inc.;125,391,592.00;Financial Services;Banks—Regional
RMBS;Rambus, Inc.;1,359,276,032.00;Technology;Semiconductors
RMNI;Rimini Street, Inc.;263,519,376.00;Technology;Software—Application
RMR;The RMR Group, Inc.;842,381,888.00;Real Estate;Real Estate Services
RMTI;Rockwell Medical, Inc.;157,431,952.00;Healthcare;Drug Manufacturers—Specialty & Generic
RNET;RigNet, Inc.;23,259,900.00;Energy;Oil & Gas Equipment & Services
RNST;Renasant Corp.;1,301,623,040.00;Financial Services;Banks—Regional
ROAD;Construction Partners, Inc.;835,238,784.00;Industrials;Engineering & Construction
ROAN;Roan Resources, Inc.;234,587,680.00;;
ROCK;Gibraltar Industries, Inc.;1,434,689,664.00;Industrials;Building Products & Equipment
ROG;Rogers Corp.;1,883,348,864.00;Technology;Electronic Components
ROIC;Retail Opportunity Investments Corp.;926,192,256.00;Real Estate;REIT—Retail
ROLL;RBC Bearings, Inc.;2,965,076,224.00;Industrials;Tools & Accessories
ROSE;Rosehill Resources, Inc.;18,199,286.00;Energy;Oil & Gas E&P
RPD;Rapid7, Inc.;2,345,510,400.00;Technology;Software—Application
RPT;RPT Realty;420,763,296.00;Real Estate;REIT—Retail
RRBI;Red River Bancshares, Inc.;252,407,616.00;Financial Services;Banks—Regional
RRD;R.R. Donnelley & Sons Co.;77,037,696.00;Industrials;Specialty Business Services
RRGB;Red Robin Gourmet Burgers, Inc.;149,954,640.00;Consumer Cyclical;Restaurants
RRR;Red Rock Resorts, Inc.;1,126,012,800.00;Consumer Cyclical;Resorts & Casinos
RRTS;Roadrunner Transportation Systems, Inc.;79,574,456.00;Services;Air Delivery & Freight Services
RST;Rosetta Stone, Inc.;390,662,432.00;Technology;Software—Application
RTEC;Rudolph Technologies, Inc.;;;
RTIX;RTI Surgical Holdings, Inc.;139,930,720.00;Healthcare;Medical Devices
RTRX;Retrophin, Inc.;658,465,984.00;Healthcare;Biotechnology
RTW;RTW Retailwinds, Inc.;15,348,219.00;Consumer Cyclical;Apparel Retail
RUBI;The Rubicon Project, Inc.;645,378,880.00;Communication Services;Advertising Agencies
RUBY;Rubius Therapeutics, Inc.;461,256,896.00;Healthcare;Biotechnology
RUN;SunRun, Inc.;1,553,211,904.00;Technology;Solar
RUSHA;Rush Enterprises, Inc.;1,249,309,184.00;Consumer Cyclical;Auto & Truck Dealerships
RUSHB;Rush Enterprises, Inc.;1,232,630,784.00;Consumer Cyclical;Auto & Truck Dealerships
RUTH;Ruth's Hospitality Group, Inc.;240,975,968.00;Consumer Cyclical;Restaurants
RVI;Retail Value, Inc.;201,726,880.00;Real Estate;REIT—Retail
RVNC;Revance Therapeutics, Inc.;992,325,440.00;Healthcare;Biotechnology
RVSB;Riverview Bancorp, Inc.;110,329,736.00;Financial Services;Banks—Regional
RWT;Redwood Trust, Inc.;364,789,280.00;Real Estate;REIT—Mortgage
RXN;Rexnord Corp.;2,968,485,376.00;Industrials;Specialty Industrial Machinery
RYAM;Rayonier Advanced Materials, Inc.;61,396,576.00;Basic Materials;Chemicals
RYI;Ryerson Holding Corp.;146,831,136.00;Industrials;Metal Fabrication
RYTM;Rhythm Pharmaceuticals, Inc.;837,779,968.00;Healthcare;Biotechnology
SAFE;Safehold Inc.;2,395,568,640.00;Real Estate;REIT—Diversified
SAFM;Sanderson Farms, Inc.;3,009,441,536.00;Consumer Defensive;Packaged Foods
SAFT;Safety Insurance Group, Inc.;1,255,264,896.00;Financial Services;Insurance—Property & Casualty
SAH;Sonic Automotive, Inc.;732,852,096.00;Consumer Cyclical;Auto & Truck Dealerships
SAIA;Saia, Inc.;2,064,343,680.00;Industrials;Trucking
SAIC;Science Applications International Corp.;4,840,020,480.00;Technology;Information Technology Services
SAIL;SailPoint Technologies Holdings, Inc.;1,504,616,704.00;Technology;Software—Infrastructure
SALT;Scorpio Bulkers, Inc.;182,569,568.00;Industrials;Marine Shipping
SAM;Boston Beer Co., Inc.;5,254,109,184.00;Consumer Defensive;Beverages—Brewers
SAMG;Silvercrest Asset Management Group, Inc.;128,099,232.00;Financial Services;Asset Management
SANM;Sanmina Corp.;1,848,416,000.00;Technology;Electronic Components
SASR;Sandy Spring Bancorp, Inc.;1,047,837,120.00;Financial Services;Banks—Regional
SAVE;Spirit Airlines, Inc.;807,426,752.00;Industrials;Airlines
SB;Safe Bulkers, Inc.;112,490,400.00;Industrials;Marine Shipping
SBBP;Strongbridge Biopharma Plc;116,360,888.00;Healthcare;Biotechnology
SBBX;SB One Bancorp;157,091,056.00;Financial Services;Banks—Regional
SBCF;Seacoast Banking Corp. of Florida;959,792,576.00;Financial Services;Banks—Regional
SBH;Sally Beauty Holdings, Inc.;1,054,927,936.00;Consumer Cyclical;Specialty Retail
SBOW;SilverBow Resources, Inc.;60,042,464.00;Energy;Oil & Gas E&P
SBRA;Sabra Health Care REIT, Inc.;2,381,178,368.00;Real Estate;REIT—Healthcare Facilities
SBSI;Southside Bancshares, Inc.;924,271,552.00;Financial Services;Banks—Regional
SBT;Sterling Bancorp, Inc. (Michigan);141,572,736.00;Financial Services;Banks—Regional
SCHL;Scholastic Corp.;944,157,760.00;Communication Services;Publishing
SCHN;Schnitzer Steel Industries, Inc.;369,908,160.00;Basic Materials;Steel
SCL;Stepan Co.;2,056,087,040.00;Basic Materials;Specialty Chemicals
SCOR;comScore, Inc.;163,341,152.00;Communication Services;Advertising Agencies
SCS;Steelcase, Inc.;1,098,182,784.00;Industrials;Business Equipment & Supplies
SCSC;ScanSource, Inc.;562,676,800.00;Technology;Electronics & Computer Distribution
SCU;Sculptor Capital Management, Inc.;647,700,544.00;Financial Services;Asset Management
SCVL;Shoe Carnival, Inc.;282,304,736.00;Consumer Cyclical;Apparel Retail
SCWX;SecureWorks Corp.;927,732,928.00;Technology;Software—Infrastructure
SD;SandRidge Energy, Inc.;54,731,464.00;Energy;Oil & Gas E&P
SDRL;Seadrill Ltd.;61,895,112.00;Energy;Oil & Gas Drilling
SEAS;SeaWorld Entertainment, Inc.;947,073,728.00;Consumer Cyclical;Leisure
SEM;Select Medical Holdings Corp.;1,979,803,136.00;Healthcare;Medical Care Facilities
SEMG;SemGroup Corporation;1,195,683,584.00;;
SENEA;Seneca Foods Corp.;326,878,400.00;Consumer Defensive;Packaged Foods
SENS;Senseonics Holdings, Inc.;120,671,600.00;Healthcare;Diagnostics & Research
SF;Stifel Financial Corp.;2,782,473,472.00;Financial Services;Capital Markets
SFBS;ServisFirst Bancshares, Inc.;1,648,703,360.00;Financial Services;Banks—Regional
SFE;Safeguard Scientifics, Inc.;113,570,600.00;Financial Services;Asset Management
SFIX;Stitch Fix, Inc.;1,624,229,760.00;Consumer Cyclical;Specialty Retail
SFL;SFL Corp. Ltd.;1,256,067,072.00;Industrials;Marine Shipping
SFNC;Simmons First National Corp.;1,843,400,192.00;Financial Services;Banks—Regional
SFST;Southern First Bancshares, Inc.;197,184,160.00;Financial Services;Banks—Regional
SGA;Saga Communications, Inc.;152,921,200.00;Communication Services;Broadcasting
SGC;Superior Group of Cos., Inc.;106,437,160.00;Consumer Cyclical;Apparel Manufacturing
SGH;SMART Global Holdings, Inc.;528,085,920.00;Technology;Semiconductors
SGMO;Sangamo Therapeutics, Inc.;929,520,000.00;Healthcare;Biotechnology
SGMS;Scientific Games Corp.;936,829,568.00;Consumer Cyclical;Gambling
SGRY;Surgery Partners, Inc.;496,593,504.00;Healthcare;Medical Care Facilities
SHAK;Shake Shack, Inc.;1,840,903,808.00;Consumer Cyclical;Restaurants
SHBI;Shore Bancshares, Inc.;112,676,400.00;Financial Services;Banks—Regional
SHEN;Shenandoah Telecommunications Co. (Virginia);2,640,417,536.00;Communication Services;Telecom Services
SHO;Sunstone Hotel Investors, Inc.;1,820,717,184.00;Real Estate;REIT—Hotel & Motel
SHOO;Steven Madden Ltd.;1,779,403,008.00;Consumer Cyclical;Footwear & Accessories
SHSP;SharpSpring, Inc.;75,114,960.00;Technology;Software—Application
SIBN;SI-BONE, Inc.;419,808,224.00;Healthcare;Medical Devices
SIC;Select Interior Concepts, Inc.;51,371,076.00;Consumer Cyclical;Residential Construction
SIEB;Siebert Financial Corp.;174,817,440.00;Financial Services;Capital Markets
SIEN;Sientra, Inc.;84,839,712.00;Healthcare;Medical Devices
SIG;Signet Jewelers Ltd.;384,744,576.00;Consumer Cyclical;Luxury Goods
SIGA;SIGA Technologies, Inc.;444,560,544.00;Healthcare;Biotechnology
SIGI;Selective Insurance Group, Inc.;2,842,076,928.00;Financial Services;Insurance—Property & Casualty
SILK;Silk Road Medical, Inc.;1,207,438,592.00;Healthcare;Medical Devices
SITE;SiteOne Landscape Supply, Inc.;3,078,215,424.00;Industrials;Industrial Distribution
SJI;South Jersey Industries, Inc.;2,515,499,008.00;Utilities;Utilities—Diversified
SJW;SJW Group;1,681,668,736.00;Utilities;Utilities—Regulated Water
SKT;Tanger Factory Outlet Centers, Inc.;510,060,352.00;Real Estate;REIT—Retail
SKY;Skyline Champion Corp.;916,284,352.00;Consumer Cyclical;Residential Construction
SKYW;Sky West, Inc.;1,253,419,520.00;Industrials;Airlines
SLAB;Silicon Laboratories, Inc.;3,908,581,120.00;Technology;Semiconductors
SLCA;U.S. Silica Holdings, Inc.;100,307,744.00;Energy;Oil & Gas Equipment & Services
SLCT;Select Bancorp, Inc.;126,821,216.00;Financial Services;Banks—Regional
SLDB;Solid Biosciences, Inc.;105,956,400.00;Healthcare;Drug Manufacturers—Specialty & Generic
SLP;Simulations Plus, Inc.;724,579,008.00;Healthcare;Health Information Services
SM;SM Energy Co.;210,722,624.00;Energy;Oil & Gas E&P
SMBC;Southern Missouri Bancorp, Inc.;202,637,376.00;Financial Services;Banks—Regional
SMBK;SmartFinancial, Inc.;193,985,600.00;Financial Services;Banks—Regional
SMHI;Seacor Marine Holdings, Inc.;69,027,944.00;Industrials;Marine Shipping
SMMF;Summit Financial Group, Inc. (West Virginia);203,822,112.00;Financial Services;Banks—Regional
SMP;Standard Motor Products, Inc.;946,130,176.00;Consumer Cyclical;Auto Parts
SMPL;The Simply Good Foods Co.;1,682,476,672.00;Consumer Defensive;Packaged Foods
SMTC;Semtech Corp.;2,773,925,632.00;Technology;Semiconductors
SNBR;Sleep Number Corp.;812,505,664.00;Consumer Cyclical;Furnishings, Fixtures & Appliances
SNCR;Synchronoss Technologies, Inc.;141,830,544.00;Technology;Software—Application
SND;Smart Sand, Inc.;31,409,090.00;Energy;Oil & Gas Equipment & Services
SNDX;Syndax Pharmaceuticals, Inc.;341,418,624.00;Healthcare;Biotechnology
SNH;Senior Housing Properties Trust;2,007,867,520.00;;
SNR;New Senior Investment Group, Inc.;218,812,016.00;Real Estate;REIT—Residential
SOI;Solaris Oilfield Infrastructure, Inc.;271,238,848.00;Energy;Oil & Gas Equipment & Services
SOLY;Soliton, Inc. /Tx/;147,393,104.00;Healthcare;Medical Devices
SONA;Southern National Bancorp of Virginia, Inc.;215,034,656.00;Financial Services;Banks—Regional
SONM;Sonim Technologies, Inc.;17,131,792.00;Technology;Communication Equipment
SONO;Sonos, Inc.;968,017,600.00;Technology;Consumer Electronics
SP;SP Plus Corp.;456,152,064.00;Industrials;Specialty Business Services
SPAR;Spartan Motors, Inc.;457,009,568.00;Industrials;Farm & Heavy Construction Machinery
SPFI;South Plains Financial, Inc. (Texas);209,088,480.00;Financial Services;Banks—Regional
SPKE;Spark Energy, Inc.;229,122,720.00;Utilities;Utilities—Regulated Electric
SPNE;SeaSpine Holdings Corp.;268,306,128.00;Healthcare;Medical Devices
SPOK;Spok Holdings, Inc.;206,594,128.00;Communication Services;Telecom Services
SPPI;Spectrum Pharmaceuticals, Inc.;329,016,448.00;Healthcare;Biotechnology
SPRO;Spero Therapeutics, Inc.;176,652,912.00;Healthcare;Biotechnology
SPSC;SPS Commerce, Inc.;1,776,869,248.00;Technology;Software—Infrastructure
SPTN;SpartanNash Co.;601,768,768.00;Consumer Defensive;Food Distribution
SPWH;Sportsman's Warehouse Holdings, Inc.;279,494,400.00;Consumer Cyclical;Leisure
SPWR;SunPower Corp.;1,111,895,296.00;Technology;Solar
SPXC;SPX Corp.;1,533,915,264.00;Industrials;Specialty Industrial Machinery
SR;Spire, Inc. (Missouri);3,675,626,496.00;Utilities;Utilities—Regulated Gas
SRCE;1st Source Corp.;796,909,184.00;Financial Services;Banks—Regional
SRCI;SRC Energy, Inc.;;;
SRDX;SurModics, Inc.;504,332,320.00;Healthcare;Diagnostics & Research
SRG;Seritage Growth Properties;466,000,160.00;Real Estate;REIT—Retail
SRI;Stoneridge, Inc.;447,982,560.00;Consumer Cyclical;Auto Parts
SRNE;Sorrento Therapeutics, Inc.;456,070,112.00;Healthcare;Biotechnology
SRRK;Scholar Rock Holding Corp.;526,114,720.00;Healthcare;Biotechnology
SRT;Startek, Inc.;133,250,464.00;Industrials;Specialty Business Services
SSB;South State Corp.;1,731,364,352.00;Financial Services;Banks—Regional
SSD;Simpson Manufacturing Co., Inc.;2,601,371,136.00;Industrials;Building Products & Equipment
SSP;The E.W. Scripps Co.;509,911,520.00;Communication Services;Broadcasting
SSTI;ShotSpotter, Inc.;377,838,432.00;Technology;Software—Application
SSTK;Shutterstock, Inc.;1,325,398,016.00;Communication Services;Internet Content & Information
SSYS;Stratasys Ltd.;855,260,288.00;Technology;Computer Hardware
